id,match_id,date,Team,Player,team_side,minute,X,Y,Shot_X_M,Shot_Y_M,Shot_Distance_M,Shot_Angle_Degrees,Body_Part,Situation,Result,is_goal,xG,high_xg_chance
688514,31180,2026-08-21 19:00:00,Coventry,Jack Rudoni,away,85,0.914000015258789,0.495,95.97000160217284,33.66,9.03639701788058,44.078436438196626,Head,OpenPlay,SavedShot,0,0.5053454041481018,1
688538,31181,2026-08-22 11:30:00,Hull,Oliver McBurnie,home,14,0.874000015258789,0.474000015258789,91.77000160217284,32.23200103759765,13.347609446547535,30.445940018125846,Head,OpenPlay,SavedShot,0,0.0262772943824529,0
688539,31181,2026-08-22 11:30:00,Hull,Oliver McBurnie,home,16,0.9690000152587892,0.4029999923706054,101.74500160217286,27.40399948120117,7.355422313766334,30.34148003659927,RightFoot,FromCorner,SavedShot,0,0.4105294048786163,1
688540,31181,2026-08-22 11:30:00,Hull,Semi Ajayi,home,16,0.9690000152587892,0.4679999923706054,101.74500160217286,31.823999481201167,3.915353474166799,85.35854671889714,RightFoot,FromCorner,Goal,1,0.7058625221252441,1
688542,31181,2026-08-22 11:30:00,Hull,Mohamed Belloumi,home,20,0.8540000152587891,0.3390000152587891,89.67000160217286,23.05200103759766,18.83792802189629,18.19172127604069,LeftFoot,SetPiece,MissedShots,0,0.0173073709011077,0
688546,31181,2026-08-22 11:30:00,Hull,Nobel Mendy,home,37,0.948000030517578,0.5029999923706054,99.54000320434568,34.20399948120117,5.463806438453488,67.61924214682114,Head,SetPiece,Goal,1,0.5255845189094543,1
688552,31181,2026-08-22 11:30:00,Hull,Mohamed Belloumi,home,61,0.7769999694824219,0.2770000076293945,81.5849967956543,18.836000518798823,27.896402193211024,12.631512527509702,LeftFoot,OpenPlay,MissedShots,0,0.0290341842919588,0
688555,31181,2026-08-22 11:30:00,Hull,Cody Drameh,home,72,0.8219999694824218,0.3110000038146973,86.30999679565429,21.148000259399414,22.682374591538043,15.270941086906335,RightFoot,OpenPlay,MissedShots,0,0.0413598306477069,0
688556,31181,2026-08-22 11:30:00,Hull,Ryan John Giles,home,74,0.7919999694824219,0.72,83.1599967956543,48.96,26.472388255800244,13.092705903400944,LeftFoot,OpenPlay,BlockedShot,0,0.0300956219434738,0
688536,31181,2026-08-22 11:30:00,Man United,Bryan Mbeumo,away,12,0.899000015258789,0.315,94.39500160217285,21.42,16.453643700345413,16.787153652927206,RightFoot,OpenPlay,SavedShot,0,0.0238108076155185,0
688537,31181,2026-08-22 11:30:00,Man United,Matheus Cunha,away,13,0.8469999694824218,0.3609999847412109,88.9349967956543,24.547998962402342,18.63933077045377,19.394754152793457,LeftFoot,OpenPlay,SavedShot,0,0.0567409060895442,0
688541,31181,2026-08-22 11:30:00,Man United,Youri Tielemans,away,19,0.7809999847412109,0.439000015258789,82.00499839782715,29.852001037597653,23.366129206097078,17.539275630822623,RightFoot,OpenPlay,BlockedShot,0,0.030788455158472,0
688543,31181,2026-08-22 11:30:00,Man United,Patrick Dorgu,away,24,0.909000015258789,0.64,95.44500160217285,43.52,13.488083421393844,22.538878863336443,LeftFoot,OpenPlay,MissedShots,0,0.0607052966952323,0
688544,31181,2026-08-22 11:30:00,Man United,Patrick Dorgu,away,28,0.9390000152587892,0.5420000076293945,98.59500160217286,36.85600051879882,7.012898362271295,52.646944391961405,LeftFoot,OpenPlay,MissedShots,0,0.4420271813869476,1
688545,31181,2026-08-22 11:30:00,Man United,Bryan Mbeumo,away,34,0.9059999847412108,0.3520000076293945,95.12999839782714,23.936000518798824,14.09613483138241,21.300227754631354,LeftFoot,OpenPlay,BlockedShot,0,0.0497775897383689,0
688547,31181,2026-08-22 11:30:00,Man United,Patrick Dorgu,away,43,0.9280000305175782,0.5590000152587891,97.44000320434571,38.012001037597656,8.558604084544847,42.75547725113386,Head,OpenPlay,MissedShots,0,0.121299885213375,0
688548,31181,2026-08-22 11:30:00,Man United,Bruno Fernandes,away,46,0.7659999847412109,0.6179999923706054,80.42999839782715,42.02399948120117,25.847041347223733,15.361366644846287,RightFoot,OpenPlay,BlockedShot,0,0.0225461926311254,0
688549,31181,2026-08-22 11:30:00,Man United,Ayden Heaven,away,50,0.855,0.485,89.77499999999999,32.98,15.259129234658191,26.924078285059085,Head,OpenPlay,MissedShots,0,0.0198018103837966,0
688550,31181,2026-08-22 11:30:00,Man United,Ayden Heaven,away,55,0.9259999847412108,0.4979999923706055,97.22999839782713,33.863999481201176,7.771191738651318,50.43377068486819,Head,FromCorner,BlockedShot,0,0.1123661920428276,0
688551,31181,2026-08-22 11:30:00,Man United,Bruno Fernandes,away,58,0.6940000152587891,0.6780000305175782,72.87000160217285,46.10400207519532,34.33429281754188,11.409260773848148,RightFoot,OpenPlay,SavedShot,0,0.0072764181531965,0
688553,31181,2026-08-22 11:30:00,Man United,Matheus Cunha,away,65,0.8669999694824219,0.6320000076293946,91.0349967956543,42.97600051879883,16.600900572284104,21.299722605624066,RightFoot,OpenPlay,BlockedShot,0,0.0659835264086723,0
688554,31181,2026-08-22 11:30:00,Man United,Noussair Mazraoui,away,66,0.9569999694824218,0.4309999847412109,100.4849967956543,29.30799896240234,6.5115380419736075,48.729809076338015,RightFoot,OpenPlay,MissedShots,0,0.0905937775969505,0
688557,31181,2026-08-22 11:30:00,Man United,Bryan Mbeumo,away,75,0.8830000305175781,0.2989999961853027,92.7150032043457,20.331999740600583,18.377578114653158,15.496521633244022,LeftFoot,OpenPlay,MissedShots,0,0.0487500801682472,0
688558,31181,2026-08-22 11:30:00,Man United,Bryan Mbeumo,away,77,0.855,0.4359999847412109,89.77499999999999,29.64799896240234,15.83478885338391,25.15273590907992,RightFoot,OpenPlay,SavedShot,0,0.4281644225120544,1
688559,31181,2026-08-22 11:30:00,Man United,Matheus Cunha,away,78,0.9540000152587892,0.435,100.17000160217286,29.58,6.54715850755217,50.18802711339281,Head,FromCorner,MissedShots,0,0.0633055716753006,0
688560,31181,2026-08-22 11:30:00,Man United,Kobbie Mainoo,away,83,0.8119999694824219,0.6569999694824219,85.2599967956543,44.67599792480469,22.442028834265685,16.42244171937038,RightFoot,OpenPlay,BlockedShot,0,0.026342200115323,0
688561,31181,2026-08-22 11:30:00,Man United,Harry Maguire,away,83,0.8069999694824219,0.33,84.7349967956543,22.44,23.33032264826489,15.610766613074064,LeftFoot,OpenPlay,SavedShot,0,0.0239013321697711,0
688562,31181,2026-08-22 11:30:00,Man United,Bruno Fernandes,away,88,0.7969999694824219,0.750999984741211,83.6849967956543,51.06799896240235,27.306518455889524,12.028535559288128,LeftFoot,OpenPlay,BlockedShot,0,0.0111452136188745,0
688563,31181,2026-08-22 11:30:00,Man United,Benjamin Sesko,away,92,0.889000015258789,0.46,93.34500160217284,31.28,11.968182303648017,33.307544206901,Head,OpenPlay,BlockedShot,0,0.0396449118852615,0
688564,31181,2026-08-22 11:30:00,Man United,Harry Maguire,away,94,0.92,0.7069999694824218,96.60000000000001,48.07599792480468,16.391879623127593,13.541656370367031,RightFoot,OpenPlay,MissedShots,0,0.0337711162865161,0
688587,31182,2026-08-22 14:00:00,Everton,Iliman Ndiaye,home,11,0.8640000152587891,0.3940000152587891,90.72000160217286,26.792001037597657,15.996049614949905,23.32034020429837,RightFoot,OpenPlay,SavedShot,0,0.0854983851313591,0
688589,31182,2026-08-22 14:00:00,Everton,Tyrique George,home,17,0.830999984741211,0.7240000152587891,87.25499839782715,49.232001037597655,23.385870466384034,13.683710218381199,RightFoot,OpenPlay,MissedShots,0,0.0280860438942909,0
688590,31182,2026-08-22 14:00:00,Everton,James Tarkowski,home,30,0.906999969482422,0.4109999847412109,95.23499679565431,27.94799896240234,11.488342097098464,31.08013356428032,Head,SetPiece,MissedShots,0,0.048587717115879,0
688591,31182,2026-08-22 14:00:00,Everton,Tyrique George,home,33,0.7930000305175782,0.6619999694824219,83.2650032043457,45.01599792480469,24.367238169033513,15.330288915390561,LeftFoot,OpenPlay,BlockedShot,0,0.0266912803053855,0
688593,31182,2026-08-22 14:00:00,Everton,Kiernan Dewsbury-Hall,home,41,0.916999969482422,0.66,96.28499679565431,44.88,13.940074635802914,19.422052336103665,LeftFoot,OpenPlay,BlockedShot,0,0.0968610718846321,0
688594,31182,2026-08-22 14:00:00,Everton,Kiernan Dewsbury-Hall,home,41,0.885,0.6719999694824219,92.925,45.695997924804686,16.81077013277606,18.176649202981913,LeftFoot,OpenPlay,Goal,1,0.0690635815262794,0
688596,31182,2026-08-22 14:00:00,Everton,Thierno Barry,home,46,0.7430000305175781,0.500999984741211,78.0150032043457,34.06799896240235,26.985082470141915,15.447798736942874,RightFoot,OpenPlay,BlockedShot,0,0.0316711217164993,0
688597,31182,2026-08-22 14:00:00,Everton,Tyrique George,home,47,0.78,0.625999984741211,81.9,42.56799896240235,24.637788176289842,15.899416923613376,RightFoot,FromCorner,BlockedShot,0,0.0189747605472803,0
688598,31182,2026-08-22 14:00:00,Everton,Hayden Hackney,home,48,0.895,0.7559999847412109,93.97500000000001,51.40799896240234,20.60555878579857,11.104032173716984,RightFoot,FromCorner,BlockedShot,0,0.0381052009761333,0
688599,31182,2026-08-22 14:00:00,Everton,Kiernan Dewsbury-Hall,home,50,0.7709999847412109,0.6830000305175781,80.95499839782714,46.44400207519531,27.0742551087922,13.74395962413931,LeftFoot,OpenPlay,MissedShots,0,0.0254814773797988,0
688600,31182,2026-08-22 14:00:00,Everton,Thierno Barry,home,52,0.95,0.5159999847412109,99.75,35.08799896240234,5.361552176579891,68.22604689436858,Head,SetPiece,Goal,1,0.5571271181106567,1
688601,31182,2026-08-22 14:00:00,Everton,Iliman Ndiaye,home,55,0.874000015258789,0.4659999847412109,91.77000160217284,31.687998962402343,13.43049538938761,30.112109563714938,RightFoot,OpenPlay,SavedShot,0,0.1336148530244827,0
688604,31182,2026-08-22 14:00:00,Everton,Tyrique George,home,72,0.875,0.6959999847412109,91.875,47.32799896240235,18.705645707694725,15.934462435798176,RightFoot,OpenPlay,BlockedShot,0,0.0703062489628791,0
688605,31182,2026-08-22 14:00:00,Everton,Tyrique George,home,72,0.935,0.6519999694824219,98.17500000000001,44.33599792480469,12.38601946153673,19.636625553009296,LeftFoot,OpenPlay,MissedShots,0,0.09607944637537,0
688608,31182,2026-08-22 14:00:00,Everton,Beto,home,92,0.8240000152587891,0.4720000076293945,86.52000160217285,32.096000518798824,18.57782427541256,22.18415926372715,RightFoot,OpenPlay,BlockedShot,0,0.0653562098741531,0
688609,31182,2026-08-22 14:00:00,Everton,Carlos Alcaraz,home,95,0.8530000305175781,0.6730000305175782,89.5650032043457,45.764002075195314,19.406979953281194,17.278283685492664,RightFoot,OpenPlay,SavedShot,0,0.0593440569937229,0
688584,31182,2026-08-22 14:00:00,Crystal Palace,Jean-Philippe Mateta,away,2,0.9669999694824218,0.5479999923706055,101.5349967956543,37.263999481201175,4.760245773004535,69.93487369498258,RightFoot,OpenPlay,MissedShots,0,0.7940734624862671,1
688585,31182,2026-08-22 14:00:00,Crystal Palace,Dwight McNeil,away,9,0.7569999694824219,0.505,79.4849967956543,34.34,25.517268437624185,16.323415247952145,LeftFoot,OpenPlay,BlockedShot,0,0.0249885991215705,0
